0.000344, -0.066141, 0.003545, -0.069177, -0.017103, 0.016378, 0.997323, 
-0.001571, -0.066632, 0.002754, -0.061431, -0.011752, -0.016028, 0.997913, 
-0.001105, -0.067713, -0.000028, -0.031676, -0.011251, -0.007257, 0.999409, 
0.068671, 0.000152, 0.002156, 0.000762, -0.035113, 0.705310, 0.708028, 
0.068394, -0.000290, 0.002937, -0.010620, -0.033534, 0.703021, 0.710299, 
0.068875, -0.000160, 0.001510, 0.004936, -0.024762, 0.702975, 0.710766, 
0.068594, 0.002079, 0.002063, 0.002854, -0.019156, 0.719851, 0.693859, 
0.001755, -0.068446, 0.001292, -0.003847, -0.010964, 0.019897, 0.999735, 
-0.001582, -0.068452, 0.003806, -0.037553, -0.005707, -0.001750, 0.999277, 
-0.000731, -0.068371, 0.003620, -0.032420, -0.008619, -0.001985, 0.999435, 
-0.001196, -0.069610, -0.000024, -0.023588, -0.019119, -0.030525, 0.999073, 
0.000034, -0.069413, 0.001130, -0.022272, -0.019211, -0.008296, 0.999533, 
0.002575, -0.070011, 0.001790, -0.017572, -0.023590, -0.004224, 0.999558, 
0.000059, -0.068751, -0.000836, 0.000387, -0.027849, -0.024049, 0.999323, 
0.004297, -0.068103, -0.000122, -0.002537, -0.014817, -0.011388, 0.999822, 
0.000985, -0.068121, 0.002665, -0.016925, -0.020863, -0.018025, 0.999477, 
-0.001025, -0.068304, 0.001682, -0.012124, -0.015133, -0.011179, 0.999749, 
0.001340, -0.068089, 0.001175, -0.010312, -0.005298, -0.002749, 0.999929, 
0.005651, -0.067656, 0.000249, 0.000742, -0.010251, 0.034352, 0.999357, 
0.001498, -0.068163, 0.000818, -0.009242, -0.012061, 0.025349, 0.999563, 
0.000860, -0.068064, 0.000382, 0.003633, -0.011396, 0.005858, 0.999911, 
-0.000150, -0.068706, 0.004343, -0.036280, -0.005349, 0.000841, 0.999327, 
0.002455, -0.068820, 0.001720, -0.026502, -0.009682, 0.008950, 0.999562, 
0.002501, -0.069276, 0.000349, -0.014765, -0.020477, -0.003836, 0.999674, 
0.004003, -0.069619, 0.000871, -0.023489, -0.028454, 0.028087, 0.998924, 
0.002691, -0.069041, 0.001177, -0.019843, -0.025255, -0.002701, 0.999480, 
0.001394, -0.068421, 0.000033, -0.000810, -0.014966, -0.037929, 0.999168, 
-0.002434, -0.068577, 0.001311, -0.007592, -0.009611, -0.041161, 0.999077, 
-0.000523, -0.069297, 0.003131, -0.029195, -0.027306, -0.002646, 0.999197, 
0.001752, -0.068477, 0.004085, -0.032493, -0.021826, 0.030811, 0.998758, 
0.001666, -0.068126, 0.001265, -0.015112, -0.009787, 0.034092, 0.999257, 
0.001317, -0.067689, 0.001040, -0.007543, -0.005267, -0.000960, 0.999957, 
-0.001032, -0.068008, 0.002115, -0.006278, -0.014490, -0.044446, 0.998887, 
0.002335, -0.068836, 0.002201, -0.019233, -0.030587, -0.010242, 0.999295, 
0.000568, -0.069394, 0.001815, -0.031609, -0.032208, -0.037206, 0.998288, 
0.001237, -0.069405, 0.000911, -0.024197, -0.041494, -0.032484, 0.998317, 
0.003651, -0.068603, 0.000415, -0.008185, -0.020394, -0.015161, 0.999644, 
-0.000672, -0.067790, 0.001581, -0.001672, -0.022597, -0.013758, 0.999649, 
-0.002528, -0.067983, 0.003013, -0.009753, -0.022630, -0.043754, 0.998738, 
0.003757, -0.067791, 0.001150, -0.007722, -0.025445, -0.006027, 0.999628, 
-0.000851, -0.067829, 0.000236, 0.001213, -0.012543, -0.000011, 0.999921, 
0.001557, -0.067899, 0.000171, 0.000294, -0.011125, -0.000342, 0.999938, 
-0.002792, -0.067905, 0.000455, 0.004698, -0.013363, -0.022086, 0.999656, 
0.002592, -0.067607, 0.001335, 0.002275, -0.024061, -0.001543, 0.999707, 
0.001559, -0.068634, 0.001155, 0.003124, -0.010159, -0.000104, 0.999944, 
-0.001311, -0.068496, 0.001883, -0.007392, -0.034023, -0.035208, 0.998773, 
0.005410, -0.068796, 0.002497, -0.023842, -0.020130, 0.007811, 0.999483, 
-0.000623, -0.069050, -0.000100, -0.008471, -0.026259, -0.048739, 0.998430, 
0.001936, -0.068727, 0.000148, 0.002866, -0.020503, -0.020492, 0.999576, 
0.001077, -0.067810, -0.000338, 0.013730, -0.025579, -0.006975, 0.999554, 
0.003512, -0.067713, 0.001716, -0.010944, -0.024743, 0.010447, 0.999579, 
0.002685, -0.067361, 0.001331, -0.006378, -0.021993, 0.019045, 0.999556, 
0.002674, -0.067363, 0.000650, -0.000137, -0.013920, 0.012710, 0.999822, 
0.000248, -0.067744, -0.000090, -0.002243, -0.018005, -0.003582, 0.999829, 
0.000423, -0.067589, 0.000882, -0.013701, -0.020501, 0.008329, 0.999661, 
0.002924, -0.067661, 0.000260, 0.000505, -0.023754, 0.019574, 0.999526, 
0.000320, -0.067834, 0.000872, -0.008686, -0.022811, 0.006980, 0.999678, 
-0.000173, -0.068227, 0.002041, -0.009800, -0.027494, -0.006954, 0.999550, 
0.001467, -0.068662, 0.002634, -0.016839, -0.027307, -0.010387, 0.999431, 
0.003427, -0.068193, 0.000858, -0.017297, -0.016134, 0.000573, 0.999720, 
0.000727, -0.068479, 0.001360, -0.017620, -0.023821, -0.043417, 0.998618, 
-0.000713, -0.068397, 0.002760, -0.007899, -0.023459, -0.030679, 0.999223, 
-0.002213, -0.067722, 0.001132, 0.003822, -0.025197, -0.035394, 0.999048, 
-0.000889, -0.067167, -0.000595, 0.008000, -0.016511, -0.019657, 0.999638, 
0.000650, -0.067415, 0.001943, -0.013016, -0.018957, 0.017036, 0.999590, 
-0.002198, -0.067910, 0.003128, -0.019211, -0.019073, -0.038591, 0.998888, 
0.001105, -0.067781, 0.000119, -0.005838, -0.028182, -0.004293, 0.999577, 
0.000948, -0.067727, 0.000763, -0.001684, -0.024109, -0.037852, 0.998991, 
0.002493, -0.068549, 0.001344, -0.000189, -0.010692, 0.008002, 0.999911, 
0.001805, -0.068724, 0.001920, -0.018203, -0.023884, -0.004923, 0.999537, 
